gene_id,upregulated_real,downregulated_real,upregulated_synth,downregulated_synth,log2_odds_ratio,p_value,p_adj,z_score,gene_name,biotype
ENSG00000173068,11776,3977,9363.3,3468.7,0.13348588944872428,0.0006399923611054705,0.003055861428870059,-0.018302819553310277,BNC2,protein_coding
ENSG00000137075,2369,1034,2789.6,1042.3,-0.2242053268687664,0.0027549660985959293,0.010622386768086476,-0.294032881026421,RNF38,protein_coding
ENSG00000165304,1644,767,1659.8,696.8,-0.15218220671950586,0.09612884789770029,0.19861461718104906,-0.2385130962503424,MELK,protein_coding
ENSG00000214653,30,8,17.7,6.5,0.46476287305881725,0.5579715114748249,0.7424186563349195,0.23706555095305562,HNRNPA3P3,pseudogene
ENSG00000227303,6291,2457,6100.1,2613.3,0.13341021905172568,0.005650808078505643,0.019400866161544256,-0.01836115088006447,GS1-256O22.5,antisense
ENSG00000235703,6733,2274,6521.5,2471.0,0.16587962773635417,0.0007150437427498002,0.003367155341195793,0.006668236603304913,LINC00894,antisense
ENSG00000198947,62532,24723,56739.6,22308.6,-0.008013177752415094,0.6121663736665873,0.7908889579706284,-0.1273788737528838,DMD,protein_coding
ENSG00000147082,2043,529,2451.3,588.4,-0.10940706660053943,0.26822997269727133,0.4380601935763135,-0.20553942656969054,CCNB3,protein_coding
ENSG00000147133,3593,1385,3834.1,1473.6,-0.00425872067056497,0.9648723918421668,1.0,-0.1244847107576767,TAF1,protein_coding
ENSG00000146950,3718,1110,4202.1,1240.8,-0.01591893805278407,0.8323009731313559,0.9704516948717168,-0.13347311278971144,SHROOM2,protein_coding
ENSG00000017427,2248,581,1768.4,631.1,0.4653423720536552,9.410958432609264e-07,1.047712161522849e-05,0.2375122638891889,IGF1,protein_coding
ENSG00000257817,561,295,862.9,323.6,-0.4874621799205447,0.0005332723269929184,0.002611355982040112,-0.4969672136681114,RP4-601P9.2,lincRNA
ENSG00000256193,1757,535,1042.7,396.5,0.3207613470088845,0.004037935946383716,0.014596762240964735,0.12606044985287473,LINC00507,lincRNA
ENSG00000166148,132,31,96.5,35.7,0.6505735759593604,0.12433619203755011,0.24265013930427998,0.3802996987204785,AVPR1A,protein_coding
ENSG00000127337,782,91,617.3,177.3,1.2993625567380707,4.192924174957219e-11,1.3841934975898683e-09,0.8804255541857279,YEATS4,protein_coding
ENSG00000165475,1508,466,1911.5,783.7,0.40737673394342194,2.882830881008721e-05,0.0002100079676310136,0.19282883798902328,CRYL1,protein_coding
ENSG00000165476,1240,646,1351.6,670.5,-0.07061772426679246,0.4772267946173275,0.6661758772867269,-0.175638251314964,REEP3,protein_coding
ENSG00000035403,1306,554,1775.2,713.9,-0.07713611788633742,0.43810474879462646,0.6252035702399968,-0.18066302405589635,VCL,protein_coding
ENSG00000156110,7834,3646,8445.7,4045.7,0.04159403357627954,0.2990093738663312,0.4747532889699433,-0.08913862963956554,ADK,protein_coding
ENSG00000184226,20053,7791,17825.6,6981.0,0.011498891365378391,0.683218879794465,0.8531936788158196,-0.11233778867199831,PCDH9,protein_coding
ENSG00000078900,1219,387,1571.5,532.6,0.09389841223844969,0.3988606861938859,0.5846459421529522,-0.048819245528572974,TP73,protein_coding
ENSG00000223944,1230,561,940.0,504.1,0.2335989926233017,0.03200488170270066,0.08177637578475418,0.058870426065582196,RP5-1180C18.1,lincRNA
ENSG00000180998,1467,368,1253.2,541.1,0.7827314584337762,2.1216097065797764e-12,9.184290614103197e-11,0.4821750017653326,GPR137C,protein_coding
ENSG00000117013,589,280,604.9,276.3,-0.0575536898198188,0.7193201069240104,0.8826250061561705,-0.165567702034398,KCNQ4,protein_coding
ENSG00000104044,7382,2485,6267.8,2426.4,0.20161378313507092,2.8481341928796103e-05,0.00020794283509586325,0.03421428865964684,OCA2,protein_coding
ENSG00000259595,125,43,93.7,49.9,0.626296731989177,0.08361991610787389,0.17800427406557773,0.36158563649332487,RP11-516C1.1,antisense
ENSG00000162039,594,328,599.6,343.8,0.054246690471722155,0.6999263512421072,0.867223824134873,-0.07938519510042398,MEIOB,protein_coding
ENSG00000261028,2443,731,2025.6,731.5,0.2712295073138189,0.0018662366793802448,0.007624085059087786,0.08787830676140385,AC012322.1,lincRNA
ENSG00000214719,1539,464,1576.8,597.1,0.3285063343284402,0.0015394452557642036,0.006475064975663462,0.13203075533511516,AC005562.1,processed_transcript
ENSG00000012048,929,484,1212.9,557.8,-0.17998455574820857,0.10231146156837237,0.20829465661532726,-0.25994483138128477,BRCA1,protein_coding
ENSG00000169710,344,132,390.1,106.8,-0.4855302498765401,0.02560620668304963,0.06810119858127137,-0.49547796493765806,FASN,protein_coding
ENSG00000141404,3534,1369,3505.0,1429.9,0.07465528264617685,0.25443394420869453,0.42055064681765286,-0.06365301572857375,GNAL,protein_coding
ENSG00000267586,10816,4715,10539.4,4498.2,-0.03053002133420293,0.3966277642225359,0.5822497382652274,-0.14473622104506884,LINC00907,lincRNA
ENSG00000267761,4276,1738,4597.9,1808.3,-0.04751159677432638,0.4151022752396243,0.6015051213326779,-0.15782664828066362,CTD-2130O13.1,lincRNA
ENSG00000141837,9065,2912,7778.3,2682.2,0.10226665907440906,0.02207790330654414,0.06031505086214093,-0.04236849384879679,CACNA1A,protein_coding
ENSG00000269051,249,73,204.5,77.9,0.3765253102232961,0.18754482350262042,0.3332926041452507,0.16904669134739966,CTD-2245F17.3,lincRNA
ENSG00000166157,6294,2455,3783.0,1616.6,0.13176241170389913,0.016887291673071674,0.04836283968482746,-0.019631380621766514,TPTE,protein_coding
ENSG00000175497,44551,17686,32811.2,13682.5,0.07099965974995502,0.0002730738219921416,0.0014751055478805478,-0.06647099134529418,DPP10,protein_coding
ENSG00000074047,3541,1457,4626.2,1586.0,-0.26327137598393757,1.9245316901483987e-05,0.0001479916367946755,-0.3241473586334882,GLI2,protein_coding
ENSG00000204406,7978,4156,8434.5,4071.4,-0.10993761103830975,0.004749909522184938,0.016759869368275317,-0.2059484023671582,MBD5,protein_coding
ENSG00000153237,4805,2417,4669.3,2241.5,-0.06740382697316913,0.19752992168578415,0.3469302771175156,-0.17316078455617043,CCDC148,protein_coding
ENSG00000078114,6542,2394,6910.0,2737.5,0.11444993163192833,0.015795451159895665,0.045748727218984514,-0.03297688919656874,NEBL,protein_coding
ENSG00000175611,2082,497,1993.0,771.2,0.6963564703452684,1.2162162965579248e-13,6.729444677503955e-12,0.4155919276250832,LINC00476,processed_transcript
ENSG00000234129,7914,2369,7861.4,2591.4,0.13904759394709204,0.0032113549314044714,0.012059560614670777,-0.014015520751236696,RP11-120D5.1,lincRNA
ENSG00000018610,841,107,598.9,179.7,1.2347065390404526,5.982622385507686e-11,1.8877696418848953e-09,0.8305847783402658,CXorf56,protein_coding
ENSG00000233382,1929,644,2766.7,817.8,-0.17575038160406428,0.045117235214782676,0.10842211869782764,-0.256680873409176,NKAPP1,pseudogene
ENSG00000213468,3134,732,2947.4,972.4,0.49801050924569196,3.945463283583993e-10,1.0290292122529272e-08,0.26269484334670923,RP11-453F18__B.1,lincRNA
ENSG00000013619,3773,1292,3706.3,1282.3,0.014860975760560731,0.8370526200854164,0.9738350365555465,-0.10974609031690488,MAMLD1,protein_coding
ENSG00000067840,667,143,574.7,168.5,0.4506766706294772,0.013466433623484084,0.040127341985290395,0.2262070526601673,PDZD4,protein_coding
ENSG00000173698,2929,979,3025.3,1226.2,0.2780028899094031,0.00012145553717363642,0.0007306861834404757,0.09309964045443925,GPR64,protein_coding
ENSG00000189186,4308,1746,3711.7,1484.4,-0.019189622064540866,0.7539065099334372,0.9099690373372787,-0.13599435419145822,DCAF8L2,protein_coding
ENSG00000130962,1955,831,2014.3,937.9,0.13138764981599846,0.11571743681476226,0.22969542122240566,-0.01992026979118048,PRRG1,protein_coding
ENSG00000158352,5307,2333,4647.0,2017.9,-0.01770575488930926,0.7430075213026617,0.9017663788183066,-0.13485049946766378,SHROOM4,protein_coding
ENSG00000189369,113,17,321.4,64.7,0.39359676309934816,0.33517870139118755,0.5161193643959942,0.18220640155613751,GSPT2,protein_coding
ENSG00000181704,1060,391,930.5,406.8,0.2449710547967731,0.04419106390957847,0.10661904670305605,0.0676367006038535,YIPF6,protein_coding
ENSG00000130054,348,128,431.7,173.8,0.12926379394072277,0.5390818558287065,0.7253302750656986,-0.021557466580855066,FAM155B,protein_coding
ENSG00000165240,2594,1210,2548.4,1211.4,0.027249342417170547,0.7116186299987453,0.8764303747786099,-0.10019638670677619,ATP7A,protein_coding
ENSG00000137491,2508,729,2098.2,709.8,0.21884949086759936,0.011990404402242359,0.03643728771549728,0.04750061646369432,SLCO2B1,protein_coding
ENSG00000048649,2388,1298,2436.2,1357.3,0.03560121199962016,0.6118984518109265,0.7906898999469257,-0.09375825960627679,RSF1,protein_coding
ENSG00000137509,2485,847,2896.0,1050.6,0.08984009647481538,0.24931155283334389,0.4139124924694311,-0.0519476412060082,PRCP,protein_coding
ENSG00000175356,1556,527,1774.5,771.5,0.35991630586330586,0.0001770236183219222,0.0010122813458190267,0.15624346447385415,SCUBE2,protein_coding
ENSG00000136021,1024,391,1475.7,533.3,-0.07968121297530852,0.4817844054839605,0.6706613055565358,-0.1826249375536939,SCYL2,protein_coding
ENSG00000257595,498,92,668.7,185.1,0.579827498971103,0.004259337399004869,0.015261937723854181,0.3257643361868926,RP3-473L9.4,lincRNA
ENSG00000118200,1758,708,2219.7,915.0,0.033447724595217755,0.6998577217712242,0.8672078534884992,-0.09541829817392894,CAMSAP2,protein_coding
ENSG00000162894,337,105,301.7,74.9,-0.3252227286651564,0.2042435141343405,0.35550316582931174,-0.37190321481300587,FAIM3,protein_coding
ENSG00000135090,2762,1390,3775.1,1550.9,-0.29276450216258143,5.5576885366760095e-06,4.9819462444567494e-05,-0.3468824472330738,TAOK3,protein_coding
ENSG00000178882,5807,1604,6427.4,2139.2,0.268854509974369,7.587755238525754e-07,8.658967742788214e-06,0.08604751491488632,FAM101A,protein_coding
ENSG00000139364,11825,4619,9998.6,3937.9,0.011903969896989585,0.7490136487512089,0.9064305334213706,-0.1120255295967756,TMEM132B,protein_coding
ENSG00000181234,18645,5234,12882.2,3981.6,0.13887020871341885,5.936244128634733e-05,0.00039309793610352376,-0.014152260036838048,TMEM132C,protein_coding
ENSG00000176915,524,138,631.1,186.8,0.16739652491088775,0.3767969714081178,0.5615504181247309,0.007837552851795854,ANKLE2,protein_coding
ENSG00000249628,82,72,153.2,56.2,-1.2522834005176613,9.871032491709194e-05,0.0006108029319736888,-1.0865377497922062,LINC00942,lincRNA
ENSG00000139144,5850,2776,5980.8,2833.8,-0.0021740787446655626,0.9741353045450042,1.0,-0.1228777424560915,PIK3C2G,protein_coding
ENSG00000228255,2205,654,1429.8,614.8,0.5356847822430381,1.8251907072415153e-08,3.163932352299302e-07,0.29173645559668004,RP11-323I1.1,lincRNA
ENSG00000082482,5746,2366,5163.5,2183.4,0.03834640104174147,0.4580411608089256,0.6462544377958659,-0.09164210156602019,KCNK2,protein_coding
ENSG00000134538,2525,1265,2104.6,1018.2,-0.050297983437282846,0.5041334845143544,0.6919038888736245,-0.15997456394315757,SLCO1B1,protein_coding
ENSG00000139218,908,201,1282.9,431.8,0.6028405287158516,1.1021721604980869e-05,9.025290948445512e-05,0.3435041738366095,SCAF11,protein_coding
ENSG00000272369,2002,1072,2315.7,959.9,-0.3692279294219872,2.148248289638734e-06,2.150848908785159e-05,-0.40582508976071957,RP11-446N19.1,lincRNA
ENSG00000196935,3962,1667,4485.7,1978.6,0.06807474571367239,0.24123386627601168,0.40359430818268677,-0.0687256923002987,SRGAP1,protein_coding
ENSG00000255733,4691,1841,4191.5,1597.2,-0.04247430985520944,0.4688282469635585,0.657547935807333,-0.1539436023222944,IFNG-AS1,antisense
ENSG00000054282,6560,1920,5992.4,2077.4,0.24419573306748765,3.294081304958612e-06,3.1486127509805127e-05,0.0670390356394235,SDCCAG8,protein_coding
ENSG00000151025,12284,5326,9880.1,4272.1,-0.0039050211378748667,0.9119171021245158,1.0,-0.12421205772779327,GPR158,protein_coding
ENSG00000095787,1297,694,1321.8,628.5,-0.17022966741547169,0.08539151251654173,0.18082908532914718,-0.2524251724214141,WAC,protein_coding
ENSG00000197321,4465,1513,4369.9,1669.5,0.17301582168246146,0.003798747187471978,0.013885441568721717,0.012169247267479802,SVIL,protein_coding
ENSG00000183621,3260,1342,3382.0,1510.1,0.1172028893185635,0.07315377705127593,0.16006026848508356,-0.030854742614431194,ZNF438,protein_coding
ENSG00000170525,1238,381,1482.1,479.2,0.0709138345633801,0.5555472469522127,0.7401644358478163,-0.06653715059911616,PFKFB3,protein_coding
ENSG00000067798,6980,2918,6970.4,2885.5,-0.01417032254640303,0.7666410139822615,0.9194426173415193,-0.13212517401159135,NAV3,protein_coding
ENSG00000226711,588,158,513.0,153.0,0.15043395395102127,0.44036304730795595,0.6273676269625765,-0.005238224578965958,FAM66C,antisense
ENSG00000133640,4734,2938,4491.6,2176.8,-0.356717665331094,1.8532458698136923e-12,8.180310561306842e-11,-0.3961814202226758,LRRIQ1,protein_coding
ENSG00000257242,1967,1037,2395.6,1077.6,-0.22894481765254998,0.0029257118338766605,0.011164311742966936,-0.29768636768068635,C12orf79,protein_coding
ENSG00000041515,11571,4356,11072.8,4427.9,0.08710665954821452,0.016351027935486404,0.047041386484480655,-0.05405474000357985,MYO16,protein_coding
ENSG00000133110,517,267,589.7,286.7,-0.0871282005107775,0.5669080665473867,0.7510976230113093,-0.1883655267470326,POSTN,protein_coding
ENSG00000102763,4805,2040,5494.6,2525.1,0.11424426708770397,0.02699800143826011,0.07110318894240057,-0.03313542788814089,VWA8,protein_coding
ENSG00000004455,1281,567,1427.4,513.1,-0.3000366580787733,0.003980709614301569,0.014439720886226881,-0.352488265621507,AK2,protein_coding
ENSG00000126070,1859,534,2561.5,942.8,0.35717099202388225,6.87803546876964e-05,0.0004452376904479757,0.15412721023227569,AGO3,protein_coding
ENSG00000226317,2758,1281,3000.4,1294.9,-0.10594709328939891,0.12327228717744415,0.24111286043146093,-0.20287226950724455,LINC00351,lincRNA
ENSG00000258913,1135,494,1130.6,388.5,-0.34059914266018626,0.0033040690285455893,0.012348707507329144,-0.38375628635257186,RP11-260M19.2,lincRNA
ENSG00000198912,215,28,184.0,44.3,0.8766038660342022,0.021201224009104732,0.05836650912387382,0.55453754112196,C1orf174,protein_coding
ENSG00000176294,3848,1696,2492.8,1166.3,0.08623562670813414,0.19767454441584997,0.3471648830344416,-0.05472618489119286,OR4N2,protein_coding
ENSG00000129484,340,74,278.2,89.2,0.5568093553653619,0.03407730623006891,0.08603643799795996,0.3080205564632821,PARP2,protein_coding
ENSG00000092200,1377,252,1189.3,299.2,0.4585689313829334,0.0008361782516464174,0.0038465178707177408,0.23229088542831877,RPGRIP1,protein_coding
ENSG00000196792,1416,518,2098.3,747.0,-0.039504503105106295,0.6886656385231431,0.8578431901508261,-0.15165429534349967,STRN3,protein_coding
ENSG00000257585,1514,587,1659.1,587.8,-0.13003079961533484,0.19420200884375333,0.3425299629686621,-0.22143744953631295,LINC00609,lincRNA
ENSG00000150527,2110,958,2201.9,906.2,-0.1416448327182395,0.07612722489437011,0.16524064751791626,-0.23039024992762086,CTAGE5,protein_coding
ENSG00000259111,345,112,244.0,75.2,-0.07270855068264288,0.7981700375187775,0.9452385157270792,-0.17724998699611175,RP11-280K24.1,lincRNA
ENSG00000151812,9989,3850,8403.3,3221.7,-0.007629111422649376,0.8551353340321927,0.9874137434446421,-0.12708281215593908,SLC35F4,protein_coding
ENSG00000258882,2529,1415,2608.9,1323.7,-0.1410565892829307,0.03959016104752877,0.09739644472812009,-0.22993679624696103,CTD-2277K2.1,lincRNA
ENSG00000134001,249,94,454.0,187.9,0.1301722516475017,0.554558136162749,0.7391913268013773,-0.020857172338478308,EIF2S1,protein_coding
ENSG00000246548,245,84,367.0,137.8,0.12875668457191383,0.5758755473521248,0.7592975626020547,-0.02194837720727416,RP11-7F17.5,lincRNA
ENSG00000173846,47,37,115.2,27.0,-1.731848422860401,0.00011076885038132614,0.0006754449805557466,-1.456215525087499,PLK3,protein_coding
ENSG00000246084,3094,769,2881.3,921.5,0.36358153163756163,4.777510815603114e-06,4.3596866989771975e-05,0.15906884257078607,CTD-2506J14.1,lincRNA
ENSG00000166206,11582,4114,8213.1,3347.3,0.19835630697903398,5.628133526922937e-07,6.624755823375807e-06,0.03170322867333166,GABRB3,protein_coding
ENSG00000229389,424,250,359.0,225.1,0.08872924742996341,0.6409064831207645,0.8168396502370913,-0.05280395095433735,CTD-2022H16.1,lincRNA
ENSG00000166145,94,91,164.6,103.3,-0.6229910906183468,0.026341573612887983,0.0696913019198454,-0.6014411095127307,SPINT1,protein_coding
ENSG00000162378,1178,713,1698.8,768.4,-0.42010626488791813,6.213276318257132e-06,5.4774431453067366e-05,-0.445045193374387,ZYG11B,protein_coding
ENSG00000104047,354,142,330.6,151.8,0.19447263927770528,0.3647097335242245,0.5483127256012215,0.02870946230396685,DTWD1,protein_coding
ENSG00000169032,1415,477,1422.1,567.2,0.24240968905434923,0.022510312729749578,0.061320456658626135,0.0656622447005618,MAP2K1,protein_coding
ENSG00000173406,25145,11445,26845.7,11315.9,-0.11078306404666079,1.3957103421557339e-06,1.4824056989952824e-05,-0.20660012877063336,DAB1,protein_coding
ENSG00000162599,7883,3657,10374.2,4662.2,-0.045853691181147224,0.235001285055622,0.39567236615922474,-0.15654863419960735,NFIA,protein_coding
ENSG00000103365,682,201,824.2,300.0,0.3035447906436857,0.048305033826992236,0.1146710932181216,0.11278888508311553,GGA2,protein_coding
ENSG00000162065,460,214,445.2,181.0,-0.19387990413775125,0.27768043852941315,0.4491516899299888,-0.2706562078167579,TBC1D24,protein_coding
ENSG00000214617,110,28,111.1,36.6,0.3661666100183058,0.3974286875172739,0.5830091855532527,0.16106157761240567,SLC6A10P,pseudogene
ENSG00000205423,340,58,344.7,71.5,0.2797826155793864,0.33862789623908723,0.5201809857401329,0.09447156083157872,CNEP1R1,protein_coding
ENSG00000140807,893,374,1400.8,415.3,-0.49830217708024,3.272429819665996e-05,0.00023374073721014302,-0.5053233402568006,NKD1,protein_coding
ENSG00000157429,899,462,1315.3,560.2,-0.27096932708062765,0.014244669418710734,0.04203187217080471,-0.3300814057452947,ZNF19,protein_coding
ENSG00000141127,1001,316,1419.4,439.7,-0.027673261183596316,0.8326830493306661,0.9706091118746448,-0.14253405723447773,PRPSAP2,protein_coding
ENSG00000171735,12323,4810,15818.6,6451.5,0.06330411582724658,0.05170265761448374,0.1208692191278199,-0.07240318286154881,CAMTA1,protein_coding
ENSG00000214546,33,23,50.3,25.9,-0.4327902286335774,0.4683442046118972,0.6571329819430646,-0.4548227611305073,AC087491.2,lincRNA
ENSG00000173991,13,1,34.9,5.7,0.6565157617461903,0.663943317750199,0.8373358984852831,0.38488029555244807,TCAP,protein_coding
ENSG00000131097,62,10,51.4,9.0,0.12373174185639403,1.0,1.0,-0.025821907505595283,HIGD1B,protein_coding
ENSG00000141293,4304,2113,4680.2,2034.2,-0.17569664977211477,0.0012371728406825777,0.005363756109390544,-0.25663945365758406,SKAP1,protein_coding
ENSG00000260027,164,14,185.6,41.0,1.3390679647828052,0.0032639579509778334,0.012224963709132564,0.911032888393432,HOXB7,protein_coding
ENSG00000215067,1558,701,1919.7,742.3,-0.2185677174618394,0.015574446081800423,0.04522532490610955,-0.2896870701218736,AC027763.2,protein_coding
ENSG00000141510,3233,1321,1552.7,622.5,-0.02701935859080635,0.77373730047369,0.9255867798145223,-0.14202998949704868,TP53,protein_coding
ENSG00000183914,1315,440,1766.5,537.6,-0.13695850373872956,0.2079271548775357,0.3601992406289931,-0.2267777436130779,DNAH2,protein_coding
ENSG00000171298,497,232,473.9,175.3,-0.33470312996698226,0.05103135992885398,0.11966971943322062,-0.3792112825387226,GAA,protein_coding
ENSG00000266389,42,3,49.8,12.5,1.6499892373030252,0.05562890073234647,0.12844795328897105,1.150709843471923,CTB-41I6.1,lincRNA
ENSG00000184005,10447,5180,9737.3,5044.6,0.06328150156807895,0.07041153780669604,0.15519277720659536,-0.07242061530267682,ST6GALNAC3,protein_coding
ENSG00000122376,918,279,1275.9,516.9,0.41370288367358804,0.000845557613462631,0.003882896177510369,0.1977054174922743,FAM35A,protein_coding
ENSG00000165895,3429,2017,4468.4,2346.2,-0.16385675910413688,0.002878970039319122,0.011014031697592377,-0.247512548570771,ARHGAP42,protein_coding
